,movie_id,original_title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,profit,roi,release_year,is_sucssfull
2466,39180,See Spot Run,2001-03-02,0,0,94.0,4.8,44,6.579017,0,0.0,2001,0
2467,16161,Baby Boy,2001-06-27,16000000,29381649,130.0,7.4,55,7.854989,13381649,0.84,2001,1
2468,49950,The Roommate,2011-02-04,16000000,40492759,91.0,5.3,224,11.807269,24492759,1.53,2011,1
2469,10956,Joe Dirt,2001-04-10,17700000,30987695,91.0,5.5,242,15.976335,13287695,0.75,2001,1
2470,9594,Double Impact,1991-08-10,15000000,30102717,110.0,5.3,215,10.484642,15102717,1.01,1991,1
2471,4638,Hot Fuzz,2007-02-14,12000000,80573774,121.0,7.4,2199,38.623178,68573774,5.71,2007,1
2472,13972,The Women,2008-09-12,16000000,50007546,114.0,4.6,96,8.8321,34007546,2.13,2008,1
2473,5038,Vicky Cristina Barcelona,2008-08-15,15000000,96408652,96.0,6.7,1020,32.758254,81408652,5.43,2008,1
2474,13491,Arn: Tempelriddaren,2007-12-17,25000000,0,139.0,6.4,76,6.091033,-25000000,-1.0,2007,0
2475,10571,Boys and Girls,2000-06-16,16000000,20627372,94.0,5.4,103,9.119797,4627372,0.29,2000,1
2476,10994,White Oleander,2002-10-11,0,0,109.0,7.2,108,9.423866,0,0.0,2002,0
2477,19994,Jennifer's Body,2009-09-18,16000000,31556061,100.0,5.3,837,32.257414,15556061,0.97,2009,1
2478,25166,Drowning Mona,2000-03-03,16000000,15427192,96.0,5.4,43,3.021835,-572808,-0.04,2000,0
2479,30890,Radio Days,1987-01-30,16000000,0,90.0,7.0,127,7.612849,-16000000,-1.0,1987,0
2480,23169,Remember Me,2010-03-12,20000000,0,113.0,6.9,948,36.764666,-20000000,-1.0,2010,0
2481,17403,How to Deal,2003-07-18,0,0,99.0,5.7,42,3.199784,0,0.0,2003,0
2482,12120,My Stepmother is an Alien,1988-12-09,20000000,13854000,108.0,5.3,131,9.455596,-6146000,-0.31,1988,0
2483,9800,Philadelphia,1993-12-22,26000000,206678440,125.0,7.6,988,44.301745,180678440,6.95,1993,1
2484,1090,The Thirteenth Floor,1999-04-16,16000000,18564088,100.0,6.8,378,19.890428,2564088,0.16,1999,1
2485,18475,The Cookout,2004-09-03,16000000,12,97.0,4.6,10,0.830596,-15999988,-1.0,2004,0
2486,40160,Meteor,1979-10-19,0,0,107.0,5.1,36,2.637355,0,0.0,1979,0
2487,18074,Duets,2000-09-09,0,0,112.0,5.5,34,2.25453,0,0.0,2000,0
2488,9689,Hollywood Ending,2002-05-03,16000000,0,112.0,6.4,113,8.711782,-16000000,-1.0,2002,0
2489,9781,Detroit Rock City,1999-08-13,6500000,4217115,95.0,6.7,100,5.700333,-2282885,-0.35,1999,0
2490,8009,Highlander,1986-03-07,16000000,5900000,116.0,6.8,624,29.253833,-10100000,-0.63,1986,0
2491,3877,Things We Lost in the Fire,2007-09-26,16000000,2849142,113.0,6.7,90,8.842869,-13150858,-0.82,2007,0
2492,8854,Steel,1997-08-15,16000000,1686429,97.0,4.3,48,2.848727,-14313571,-0.89,1997,0
2493,152599,The Immigrant,2013-07-03,16000000,5867686,117.0,6.2,250,13.832464,-10132314,-0.63,2013,0
2494,18840,The White Countess,2005-10-30,0,0,135.0,6.9,21,4.488547,0,0.0,2005,0
2495,68727,Trance,2013-03-27,20000000,24261569,101.0,6.5,956,38.802415,4261569,0.21,2013,1
2496,12657,Soul Plane,2004-05-28,16000000,14822346,86.0,4.7,108,9.400404,-1177654,-0.07,2004,0
2497,8265,Bienvenue chez les ch'tis,2008-01-09,11000000,53191886,106.0,6.8,615,18.923181,42191886,3.84,2008,1
2498,12410,Good,2008-12-11,0,0,96.0,6.3,29,2.397987,0,0.0,2008,0
2499,34647,Enter the Void,2009-05-05,13000000,754249,161.0,7.2,387,20.39955,-12245751,-0.94,2009,0
2500,73935,Vamps,2012-08-25,16000000,0,93.0,4.8,91,7.251897,-16000000,-1.0,2012,0
2501,28178,Hachi: A Dog's Tale,2009-06-13,16000000,47801389,93.0,7.7,1717,43.217089,31801389,1.99,2009,1
2502,185567,Zulu,2013-12-04,16000000,0,110.0,6.7,172,14.529496,-16000000,-1.0,2013,0
2503,264656,The Homesman,2014-05-18,16000000,3442853,122.0,6.4,258,20.59148,-12557147,-0.78,2014,0
2504,35696,Juwanna Mann,2002-06-21,15600000,0,91.0,4.2,20,2.244947,-15600000,-1.0,2002,0
2505,16351,Ararat,2002-05-20,0,0,115.0,5.7,16,1.326264,0,0.0,2002,0
2506,38717,Madison,2001-01-23,0,0,99.0,5.3,3,0.212108,0,0.0,2001,0
2507,18777,Slow Burn,2005-09-12,15500000,1237615,93.0,5.5,16,6.630856,-14262385,-0.92,2005,0
2508,2110,Wasabi,2001-10-31,15300000,0,94.0,6.2,283,18.20957,-15300000,-1.0,2001,0
2509,9035,Slither,2006-03-31,15500000,0,95.0,6.3,317,17.327279,-15500000,-1.0,2006,0
2510,90,Beverly Hills Cop,1984-11-29,15000000,316360478,105.0,6.8,961,29.843818,301360478,20.09,1984,1
2511,771,Home Alone,1990-11-09,18000000,476684675,103.0,7.1,2414,2.186927,458684675,25.48,1990,1
2512,12154,Three Men and a Baby,1987-11-27,0,0,102.0,5.8,253,12.335827,0,0.0,1987,0
2513,9576,Tootsie,1982-12-16,21000000,177200000,116.0,6.9,421,20.818567,156200000,7.44,1982,1
2514,744,Top Gun,1986-05-16,15000000,356830601,110.0,6.7,1698,58.900647,341830601,22.79,1986,1
2515,146,卧虎藏龙,2000-10-01,17000000,213525736,120.0,7.2,927,45.742254,196525736,11.56,2000,1
2516,14,American Beauty,1999-09-15,15000000,356296601,122.0,7.9,3313,80.878605,341296601,22.75,1999,1
2517,45269,The King's Speech,2010-09-06,15000000,414211549,118.0,7.6,2752,54.053576,399211549,26.61,2010,1
2518,9493,Twins,1988-12-09,15000000,216614388,107.0,5.7,559,17.638286,201614388,13.44,1988,1
2519,22556,The Yellow Handkerchief,2008-12-17,15000000,317000,102.0,6.4,52,3.803495,-14683000,-0.98,2008,0
2520,873,The Color Purple,1985-12-18,15000000,146292009,154.0,7.7,338,17.571533,131292009,8.75,1985,1
2521,33196,해운대,2009-06-06,16000000,11301649,120.0,6.5,48,4.628525,-4698351,-0.29,2009,0
2522,205596,The Imitation Game,2014-11-14,14000000,233555708,113.0,8.0,5723,145.364591,219555708,15.68,2014,1
2523,10765,Private Benjamin,1980-10-06,0,0,109.0,6.0,102,12.18838,0,0.0,1980,0
2524,16769,Coal Miner's Daughter,1980-03-07,15000000,67182787,125.0,7.2,67,3.826685,52182787,3.48,1980,1
2525,33217,Diary of a Wimpy Kid,2010-03-19,15000000,75700498,92.0,5.9,355,21.095489,60700498,4.05,2010,1
2526,132232,Mama,2013-01-17,15000000,146497771,100.0,6.0,1401,47.455148,131497771,8.77,2013,1
2527,11153,National Lampoon's Vacation,1983-07-28,15000000,61399552,98.0,7.1,410,22.838834,46399552,3.09,1983,1
2528,208134,Jackass Presents: Bad Grandpa,2013-10-22,15000000,151831537,92.0,6.0,680,27.165222,136831537,9.12,2013,1
2529,1165,The Queen,2006-09-15,15000000,123384128,103.0,6.8,338,19.113278,108384128,7.23,2006,1
2530,4011,Beetlejuice,1988-02-29,15000000,73326666,92.0,7.1,1444,58.553213,58326666,3.89,1988,1
2531,17202,Why Did I Get Married?,2007-10-12,15000000,55184721,113.0,6.1,33,2.005111,40184721,2.68,2007,1
2532,9587,Little Women,1994-12-21,18000000,0,115.0,7.0,215,16.418639,-18000000,-1.0,1994,0
2533,65086,The Woman in Black,2012-02-01,17000000,127730736,95.0,6.1,1206,43.675191,110730736,6.51,2012,1
2534,10053,When a Stranger Calls,2006-02-03,15000000,66966987,87.0,5.4,268,4.688212,51966987,3.46,2006,1
2535,11870,Big Fat Liar,2002-02-08,15000000,52970014,88.0,5.6,197,9.125594,37970014,2.53,2002,1
2536,11778,The Deer Hunter,1978-12-08,15000000,50000000,183.0,7.8,921,19.786392,35000000,2.33,1978,1
2537,586,Wag the Dog,1997-12-25,15000000,64256513,97.0,6.7,270,13.581966,49256513,3.28,1997,1
2538,18736,The Lizzie McGuire Movie,2003-04-25,17000000,55534455,94.0,5.7,280,11.927667,38534455,2.27,2003,1
2539,134411,Snitch,2013-02-21,35000000,42930462,112.0,5.8,1138,30.556135,7930462,0.23,2013,1
2540,287903,Krampus,2015-11-26,15000000,61548707,98.0,5.9,584,31.565117,46548707,3.1,2015,1
2541,9276,The Faculty,1998-12-25,15000000,40283321,104.0,6.2,492,21.535126,25283321,1.69,1998,1
2542,15765,What's Love Got to Do with It,1993-06-09,0,0,118.0,6.9,72,7.921311,0,0.0,1993,0
2543,2142,Cop Land,1997-08-15,15000000,44862187,104.0,6.6,382,19.284129,29862187,1.99,1997,1
2544,11397,Not Another Teen Movie,2001-12-07,16000000,66468332,89.0,5.5,431,23.423082,50468332,3.15,2001,1
2545,77016,End of Watch,2012-09-20,7000000,48126384,109.0,7.2,1170,49.517264,41126384,5.88,2012,1
2546,11478,The Skulls,2000-03-31,15000000,35007180,106.0,5.8,156,11.375032,20007180,1.33,2000,1
2547,266856,The Theory of Everything,2014-11-26,15000000,123726688,123.0,7.8,3311,61.182331,108726688,7.25,2014,1
2548,13411,Malibu's Most Wanted,2003-04-10,0,0,86.0,4.7,77,7.314796,0,0.0,2003,0
2549,10564,Where the Heart Is,2000-04-27,15000000,33771174,120.0,6.9,155,6.857923,18771174,1.25,2000,1
2550,947,Lawrence of Arabia,1962-12-10,15000000,69995385,216.0,7.8,851,41.286336,54995385,3.67,1962,1
2551,24150,Halloween II,2009-08-28,15000000,39421467,105.0,5.1,267,12.929525,24421467,1.63,2009,1
2552,228970,Wild,2014-12-05,15000000,52501541,115.0,7.0,951,42.952942,37501541,2.5,2014,1
2553,18405,The Last House on the Left,2009-03-13,15000000,32721635,110.0,6.2,440,19.760383,17721635,1.18,2009,1
2554,6961,The Wedding Date,2005-02-04,15000000,47175038,88.0,6.2,230,10.194097,32175038,2.15,2005,1
2555,11442,Halloween: Resurrection,2002-07-01,13000000,37664855,94.0,4.5,228,11.045593,24664855,1.9,2002,1
2556,2493,The Princess Bride,1987-09-18,16000000,30857814,98.0,7.6,1486,44.533612,14857814,0.93,1987,1
2557,14047,The Great Debaters,2007-12-27,15000000,30226144,126.0,6.9,151,10.84158,15226144,1.02,2007,1
2558,64690,Drive,2011-08-06,15000000,78054825,100.0,7.4,3725,49.294864,63054825,4.2,2011,1
2559,11132,Confessions of a Teenage Drama Queen,2004-02-17,15000000,29331068,89.0,5.1,221,7.424798,14331068,0.96,2004,1
2560,17127,The Object of My Affection,1998-04-17,15000000,46905889,111.0,5.6,72,5.164281,31905889,2.13,1998,1
2561,1562,28 Weeks Later,2007-04-26,15000000,64238440,100.0,6.5,1197,34.759855,49238440,3.28,2007,1
2562,232679,When the Game Stands Tall,2014-08-22,15000000,30127963,115.0,6.3,130,7.297757,15127963,1.01,2014,1
2563,17880,Because of Winn-Dixie,2005-02-18,14000000,32645546,106.0,6.1,61,3.334804,18645546,1.33,2005,1
2564,14736,Love & Basketball,2000-04-21,20000000,27728118,124.0,7.4,88,2.027393,7728118,0.39,2000,1
2565,9434,Grosse Pointe Blank,1997-04-11,0,28084357,107.0,6.9,275,13.817269,28084357,28084357.0,1997,1
2566,23706,All About Steve,2009-09-04,15000000,40105542,99.0,4.7,295,13.237835,25105542,1.67,2009,1
2567,11531,Book of Shadows: Blair Witch 2,2000-10-27,0,0,90.0,4.3,212,3.890223,0,0.0,2000,0
2568,9100,The Craft,1996-05-03,15000000,24769466,101.0,6.3,380,19.517239,9769466,0.65,1996,1
2569,116,Match Point,2005-10-26,15000000,85306374,124.0,7.3,1105,30.669913,70306374,4.69,2005,1
2570,38843,Ramona and Beezus,2010-07-23,0,0,103.0,6.1,245,9.681147,0,0.0,2010,0
2571,1245,The Remains of the Day,1993-11-05,11500000,23237911,134.0,7.5,202,15.355589,11737911,1.02,1993,1
2572,4995,Boogie Nights,1997-09-11,15000000,43101594,155.0,7.5,796,19.85579,28101594,1.87,1997,1
2573,10413,Nowhere to Run,1993-01-15,0,0,94.0,5.5,119,11.689337,0,0.0,1993,0
2574,14012,Flicka,2006-10-20,15000000,21000000,95.0,6.1,52,3.043589,6000000,0.4,2006,1
2575,9793,The Hills Have Eyes II,2007-03-22,15000000,0,89.0,5.2,351,17.141376,-15000000,-1.0,2007,0
2576,12212,Urban Legends: Final Cut,2000-09-19,14000000,38574362,97.0,4.4,100,8.885017,24574362,1.76,2000,1
2577,13768,Tuck Everlasting,2002-10-11,0,0,90.0,6.4,128,4.115398,0,0.0,2002,0
2578,8975,The Marine,2006-10-13,20000000,22165608,92.0,5.0,163,7.679336,2165608,0.11,2006,1
2579,342521,Keanu,2016-04-21,15000000,20566327,94.0,6.0,421,18.268009,5566327,0.37,2016,1
2580,45272,Country Strong,2010-12-22,15000000,20529194,117.0,5.9,80,7.809701,5529194,0.37,2010,1
2581,9424,Disturbing Behavior,1998-07-24,15000000,17507368,84.0,5.5,104,9.378688,2507368,0.17,1998,1
2582,97367,The Place Beyond the Pines,2013-03-20,15000000,35485608,140.0,6.8,1653,35.395129,20485608,1.37,2013,1
2583,254904,The November Man,2014-08-27,15000000,32556119,108.0,6.0,639,45.317278,17556119,1.17,2014,1
2584,18681,Eye of the Beholder,1999-09-04,15000000,0,109.0,5.3,42,4.302941,-15000000,-1.0,1999,0
2585,12162,The Hurt Locker,2008-10-10,15000000,42000000,131.0,7.2,1840,47.006162,27000000,1.8,2008,1
2586,11495,Firestarter,1984-05-11,15000000,17080167,114.0,5.9,173,11.379652,2080167,0.14,1984,1
2587,64689,Killing Them Softly,2012-09-20,15000000,37930465,97.0,5.8,742,24.612603,22930465,1.53,2012,1
2588,157849,A Most Wanted Man,2014-07-25,15000000,31554855,121.0,6.5,541,26.708193,16554855,1.1,2014,1
2589,13166,Freddy Got Fingered,2001-04-18,0,0,87.0,4.6,115,8.710294,0,0.0,2001,0
2590,15511,VeggieTales: The Pirates Who Don't Do Anything,2008-01-11,0,0,85.0,5.9,25,1.800119,0,0.0,2008,0
2591,37003,U2 3D,2007-05-19,15000000,22730842,85.0,6.7,10,0.335195,7730842,0.52,2007,1
2592,12211,Highlander: Endgame,2000-09-01,25000000,15843608,87.0,4.4,104,11.782725,-9156392,-0.37,2000,0
2593,13816,Idlewild,2006-08-25,0,0,121.0,5.1,17,2.711955,0,0.0,2006,0
2594,51828,One Day,2011-03-02,15000000,59389433,107.0,7.0,978,16.629173,44389433,2.96,2011,1
2595,22798,Whip It,2009-09-13,15000000,16633035,111.0,6.7,357,20.05902,1633035,0.11,2009,1
2596,7501,Knockaround Guys,2001-09-07,15000000,12000000,92.0,5.9,97,8.113634,-3000000,-0.2,2001,0
2597,10743,Confidence,2003-04-25,0,0,97.0,6.4,126,9.87419,0,0.0,2003,0
2598,37718,The Muse,1999-08-27,0,0,97.0,5.3,31,2.857936,0,0.0,1999,0
2599,15237,De-Lovely,2004-07-02,20000000,0,125.0,6.3,32,3.138118,-20000000,-1.0,2004,0
2600,9686,New York Stories,1989-03-10,15000000,0,124.0,6.2,64,6.684096,-15000000,-1.0,1989,0
2601,17644,Barney's Great Adventure,1998-01-01,0,0,76.0,2.9,8,0.722911,0,0.0,1998,0
2602,97430,The Man with the Iron Fists,2012-11-02,15000000,15608545,96.0,5.2,358,17.672021,608545,0.04,2012,1
2603,12257,Home Fries,1998-11-25,15000000,10443316,93.0,4.8,32,3.033471,-4556684,-0.3,1998,0
2604,13539,Here On Earth,2000-03-23,0,0,96.0,5.4,48,3.313257,0,0.0,2000,0
2605,68,Brazil,1985-02-20,15000000,0,132.0,7.5,861,41.089863,-15000000,-1.0,1985,0
2606,14024,Raise Your Voice,2004-08-10,15000000,14867514,103.0,6.0,211,10.9071,-132486,-0.01,2004,0
2607,115,The Big Lebowski,1998-03-06,15000000,46189568,117.0,7.8,2926,49.230089,31189568,2.08,1998,1
2608,7874,Black Snake Moan,2006-12-08,15000000,10903846,116.0,6.6,243,11.429607,-4096154,-0.27,2006,0
2609,4911,Dark Blue,2002-12-14,15000000,9237470,118.0,6.5,85,6.373316,-5762530,-0.38,2002,0
2610,1988,A Mighty Heart,2007-01-01,16000000,18928871,100.0,6.7,95,9.717392,2928871,0.18,2007,1
2611,16222,Whatever It Takes,2000-03-31,15000000,9902115,94.0,5.0,37,8.074807,-5097885,-0.34,2000,0
2612,9557,Boat Trip,2002-10-01,20000000,8586376,94.0,4.7,146,7.034752,-11413624,-0.57,2002,0
2613,9026,The Importance of Being Earnest,2002-05-17,0,0,97.0,6.7,127,7.250379,0,0.0,2002,0
2614,57943,The Love Letter,1998-02-01,0,0,98.0,4.7,3,0.116873,0,0.0,1998,0
2615,18276,Hoot,2006-05-05,0,0,91.0,5.5,44,7.712206,0,0.0,2006,0
2616,8321,In Bruges,2008-02-08,15000000,34533783,107.0,7.4,1388,25.329493,19533783,1.3,2008,1
2617,72359,Peeples,2013-05-09,15,0,95.0,5.6,26,5.112809,-15,-0.94,2013,0
2618,10186,The Rocker,2008-08-20,15000000,8762890,102.0,5.6,156,13.832376,-6237110,-0.42,2008,0
2619,25704,Post Grad,2009-08-21,15000000,6405245,89.0,5.0,100,7.446069,-8594755,-0.57,2009,0
2620,133694,Promised Land,2012-09-23,15000000,8138788,106.0,6.0,243,13.568302,-6861212,-0.46,2012,0
2621,19265,Whatever Works,2009-06-19,15000000,35097815,92.0,6.8,350,21.857387,20097815,1.34,2009,1
2622,36047,The In Crowd,2000-07-19,15000000,5217498,105.0,4.7,15,0.249245,-9782502,-0.65,2000,0
2623,8053,The Three Burials of Melquiades Estrada,2005-11-17,15000000,12036149,121.0,7.0,177,12.163832,-2963851,-0.2,2005,0
2624,2290,Jakob the Liar,1999-09-16,0,0,120.0,6.0,90,8.962245,0,0.0,1999,0
2625,5236,Kiss Kiss Bang Bang,2005-09-05,15000000,15785148,103.0,7.2,886,32.690038,785148,0.05,2005,1
2626,6552,Idle Hands,1999-04-30,25000000,4152230,92.0,6.1,182,8.583217,-20847770,-0.83,1999,0
2627,1018,Mulholland Drive,2001-05-16,15000000,20117339,147.0,7.6,1477,31.60985,5117339,0.34,2001,1
2628,10075,Blood and Chocolate,2007-01-26,0,0,98.0,5.4,87,12.295216,0,0.0,2007,0
2629,38031,You Will Meet a Tall Dark Stranger,2010-05-23,22000000,0,98.0,5.8,251,12.4654,-22000000,-1.0,2010,0
2630,42188,Never Let Me Go,2010-09-15,15000000,9455232,104.0,6.8,737,30.983397,-5544768,-0.37,2010,0
2631,112430,The Company,2007-08-05,0,0,276.0,7.0,12,1.485324,0,0.0,2007,0
2632,6687,Transsiberian,2008-01-18,15000000,5926410,111.0,6.5,195,11.428903,-9073590,-0.6,2008,0
2633,13853,The Clan of the Cave Bear,1986-01-17,15000000,0,98.0,4.8,27,5.484679,-15000000,-1.0,1986,0
2634,31306,Crazy in Alabama,1999-10-22,0,0,111.0,6.5,12,5.770246,0,0.0,1999,0
2635,8461,Funny Games,2007-10-20,15000000,7938872,112.0,6.3,545,15.175289,-7061128,-0.47,2007,0
2636,331592,Listening,2015-09-11,0,0,100.0,5.5,31,2.414721,0,0.0,2015,0
2637,47692,Felicia's Journey,1999-11-24,0,0,116.0,6.6,23,0.470645,0,0.0,1999,0
2638,19,Metropolis,1927-01-10,92620000,650422,153.0,8.0,657,32.351527,-91969578,-0.99,1927,0
2639,10045,Banlieue 13,2004-11-09,12000000,9584131,84.0,6.5,565,17.493735,-2415869,-0.2,2004,0
2640,400,Things to Do in Denver When You're Dead,1995-12-01,8000000,529766,116.0,6.7,85,6.932221,-7470234,-0.93,1995,0
2641,253450,刺客聶隱娘,2015-08-27,15000000,632542,105.0,6.6,157,8.142166,-14367458,-0.96,2015,0
2642,9104,Buffalo Soldiers,2001-09-08,15000000,0,98.0,6.5,93,6.329672,-15000000,-1.0,2001,0
2643,11190,Возвращение,2003-06-25,0,0,105.0,7.4,100,7.744166,0,0.0,2003,0
2644,16353,Ong Bak 2,2008-12-04,8500000,8936663,98.0,6.0,152,9.029489,436663,0.05,2008,1
2645,23759,Centurion,2010-02-15,12000000,6814789,97.0,5.9,386,22.708647,-5185211,-0.43,2010,0
2646,24206,Silent Trigger,1996-06-26,15000000,76382,93.0,5.0,22,2.609057,-14923618,-0.99,1996,0
2647,10185,The Midnight Meat Train,2008-08-07,15000000,3533227,98.0,6.0,290,19.913961,-11466773,-0.76,2008,0
2648,75033,Winnie Mandela,2011-09-16,15000000,0,107.0,5.2,5,1.897761,-15000000,-1.0,2011,0
2649,74536,The Son of No One,2011-11-04,15000000,0,90.0,4.8,92,7.701186,-15000000,-1.0,2011,0
2650,31668,All The Queen's Men,2001-10-14,15000000,23000,99.0,6.1,7,1.833058,-14977000,-1.0,2001,0
2651,13501,The Good Night,2007-01-25,15000000,20380,93.0,5.7,41,12.185204,-14979620,-1.0,2007,0
2652,15208,Bathory,2008-07-04,0,0,141.0,5.6,31,2.500218,0,0.0,2008,0
2653,172391,Khumba,2013-07-18,20000000,27187375,85.0,5.8,72,6.459787,7187375,0.36,2013,1
2654,262543,Autómata,2014-10-09,7000000,0,110.0,5.6,670,49.808505,-7000000,-1.0,2014,0
2655,9288,Dungeons & Dragons: Wrath of the Dragon God,2005-01-01,0,0,105.0,4.8,36,4.901936,0,0.0,2005,0
2656,370980,Chiamatemi Francesco - Il Papa della gente,2015-12-03,15000000,0,,7.3,12,0.738646,-15000000,-1.0,2015,0
2657,20083,新宿事件,2009-03-22,15000000,0,119.0,6.7,65,5.294319,-15000000,-1.0,2009,0
2658,40880,Pandaemonium,2001-06-29,0,0,124.0,4.5,2,0.165367,0,0.0,2001,0
2659,137,Groundhog Day,1993-02-11,14600000,70906973,101.0,7.4,2301,52.744331,56306973,3.86,1993,1
2660,264999,Magic Mike XXL,2015-07-01,14800000,122513057,115.0,6.3,706,29.660993,107713057,7.28,2015,1
2661,454,Romeo + Juliet,1996-10-31,14500000,147298761,120.0,6.7,1374,41.493042,132798761,9.16,1996,1
2662,53457,Elle s'appelait Sarah,2010-09-16,10000000,17511906,111.0,7.2,196,10.072199,7511906,0.75,2010,1
2663,288980,Freedom,2014-08-21,14500000,0,98.0,5.8,9,4.389363,-14500000,-1.0,2014,0
2664,33,Unforgiven,1992-08-07,14000000,159157447,131.0,7.7,1113,37.380435,145157447,10.37,1992,1
2665,1951,Manderlay,2005-05-16,14200000,674918,139.0,6.9,78,7.05145,-13525082,-0.95,2005,0
2666,12405,Slumdog Millionaire,2008-05-12,15000000,377910544,120.0,7.6,2827,59.258969,362910544,24.19,2008,1
2667,10998,Fatal Attraction,1987-09-11,14000000,320145693,119.0,6.6,291,16.742972,306145693,21.87,1987,1
2668,114,Pretty Woman,1990-03-23,14000000,463000000,119.0,7.0,1746,45.473484,449000000,32.07,1990,1
2669,9396,Crocodile Dundee II,1988-05-19,0,239606210,110.0,5.5,303,15.474831,239606210,239606210.0,1988,1
2670,319910,Broken Horses,2015-03-15,0,0,101.0,5.0,10,4.289676,0,0.0,2015,0
2671,2604,Born on the Fourth of July,1989-12-20,14000000,161001698,145.0,6.7,395,25.949277,147001698,10.5,1989,1
2672,864,Cool Runnings,1993-09-30,14000000,154864401,98.0,6.8,491,22.409117,140864401,10.06,1993,1
2673,14435,My Bloody Valentine,2009-01-16,15000000,100734718,101.0,5.3,299,13.706357,85734718,5.72,2009,1
2674,1931,Stomp the Yard,2007-05-16,13000000,75511123,114.0,6.1,88,6.92205,62511123,4.81,2007,1
2675,691,The Spy Who Loved Me,1977-07-07,14000000,185438673,125.0,6.6,507,27.17347,171438673,12.25,1977,1
2676,9877,Urban Legend,1998-09-25,14000000,72527595,99.0,5.6,290,12.159009,58527595,4.18,1998,1
2677,62008,Good Deeds,2012-02-23,0,0,111.0,6.2,45,4.448494,0,0.0,2012,0
2678,12227,White Fang,1991-01-18,14000000,34793160,107.0,6.5,135,13.13724,20793160,1.49,1991,1
2679,13824,Superstar,1999-10-08,0,0,81.0,5.1,83,4.04701,0,0.0,1999,0
2680,71688,The Iron Lady,2011-12-30,13000000,114956699,105.0,6.2,527,23.3784,101956699,7.84,2011,1
2681,15173,Jonah: A VeggieTales Movie,2002-10-04,0,0,82.0,6.4,22,1.446172,0,0.0,2002,0
2682,8291,Poetic Justice,1993-07-23,14000000,27515786,109.0,6.9,47,3.650857,13515786,0.97,1993,1
2683,13950,All About the Benjamins,2002-03-08,14000000,25482931,95.0,5.8,48,5.102258,11482931,0.82,2002,1
2684,12158,Vampire in Brooklyn,1995-10-27,14000000,19800000,100.0,4.5,111,6.772615,5800000,0.41,1995,1
2685,11586,Exorcist II: The Heretic,1977-06-17,14000000,30749142,118.0,4.5,133,11.543363,16749142,1.2,1977,1
2686,10008,An American Haunting,2005-05-05,0,0,83.0,5.3,142,7.436315,0,0.0,2005,0
2687,2830,My Boss's Daughter,2003-08-21,14000000,0,83.0,4.4,180,14.813614,-14000000,-1.0,2003,0
2688,12403,A Perfect Getaway,2009-06-08,14000000,22852638,98.0,6.2,351,20.792603,8852638,0.63,2009,1
2689,34563,Our Family Wedding,2010-03-12,14000000,21409028,103.0,5.7,39,6.733485,7409028,0.53,2010,1
2690,14557,Dead Man on Campus,1998-08-21,0,0,96.0,5.6,49,7.708227,0,0.0,1998,0
2691,10368,Tea with Mussolini,1999-03-25,12000000,21001563,117.0,5.8,32,2.238646,9001563,0.75,1999,1
2692,10280,Thinner,1996-10-25,0,0,92.0,5.5,124,7.866961,0,0.0,1996,0
2693,12637,"New York, New York",1977-06-21,0,0,155.0,6.1,67,3.876242,0,0.0,1977,0
2694,34152,Crooklyn,1994-05-13,0,0,115.0,6.7,31,1.89218,0,0.0,1994,0
2695,14434,I Think I Love My Wife,2007-03-16,11000000,13196245,90.0,5.0,55,4.536745,2196245,0.2,2007,1
2696,11470,Jason X,2001-07-24,11000000,16951798,91.0,4.5,291,11.220643,5951798,0.54,2001,1
2697,10741,Bobby,2006-09-05,0,0,120.0,6.4,119,11.706309,0,0.0,2006,0
2698,24940,Head Over Heels,2001-02-02,14000000,10424470,86.0,5.3,73,4.66723,-3575530,-0.26,2001,0
2699,82679,Fun Size,2012-10-25,14000000,11417362,87.0,5.5,134,7.487843,-2582638,-0.18,2012,0
2700,2013,Le scaphandre et le papillon,2007-05-22,14000000,19777647,112.0,7.4,283,13.65494,5777647,0.41,2007,1
2701,1440,Little Children,2006-10-06,26000000,14821658,136.0,6.9,240,11.942862,-11178342,-0.43,2006,0
2702,18041,Gossip,2000-04-21,14000000,5108820,90.0,5.5,68,5.833687,-8891180,-0.64,2000,0
2703,28029,A Walk on the Moon,1999-01-29,14000000,0,107.0,6.2,21,6.370267,-14000000,-1.0,1999,0
2704,1123,Catch a Fire,2006-10-27,0,4291965,101.0,6.4,25,4.052219,4291965,4291965.0,2006,1
2705,14033,Soul Survivors,2001-09-06,0,0,84.0,4.4,49,3.231848,0,0.0,2001,0
2706,87729,Jefferson in Paris,1995-03-31,14000000,2474000,139.0,5.2,10,0.900442,-11526000,-0.82,1995,0
2707,16899,Easy Virtue,2008-01-01,0,0,93.0,6.3,108,8.387573,0,0.0,2008,0
2708,41317,Caravans,1978-11-02,0,0,127.0,5.8,1,0.633004,0,0.0,1978,0
2709,245700,Mr. Turner,2014-10-31,0,5405500,150.0,6.3,204,9.242554,5405500,5405500.0,2014,1
2710,37842,Les herbes folles,2009-05-20,0,0,104.0,5.8,22,1.866443,0,0.0,2009,0
2711,9045,Amen.,2002-02-13,0,0,132.0,7.1,75,5.930533,0,0.0,2002,0
2712,44092,剑雨,2010-09-01,12000000,0,117.0,6.7,57,4.930129,-12000000,-1.0,2010,0
